"property_id","price"
"d5475993f9db58c3e4baf7a3",929724669.330667
"d37a1dda09e30da13ff5bfc3",759366889.087631
"68a8b8d077a8232723bf37e9",688791234.995905
"e1eea7716ca6490b7640717a",743171218.028738
"4ae6d75b10848d259ecba576",768876539.99725
"17afbce5c0b56732abbea936",1063215101.28982
"84a2673eccd3cf3bd7fd3eb0",985042770.265857
"f2f4e6cbafe527b155707f01",1085259414.76007
"de2e3a592cda5b76c9573c5c",1016358441.66667
"fac651cf404a58f24dc7d286",1041256929.74817
"e6f312a0877af26b69855a3d",1167851679.01182
"333a643c623a9bc75f3a40f2",1231019034.0094
"64593641e470908ef23b46cb",1111992755.26381
"ce9f2f0071be658ae75ca6f9",1142173706.59722
"9ab385e399a4673732b6a799",798219051.737589
"3429c774b736cefc051e2c55",622407876.145583
"a51ad0372758b2bbfe73f8fd",439170783.26828
"8c801a266256e3fbabe7e3d2",854009751.507255
"ca2f81b8fb6fda20aefb0ccb",699849540.101845
"3c1b1f86087f9b99380e387c",731053009.843333
"b0cad5d612954b8cab18101c",1050284849.28571
"7eb991f4c69215377e4dac8f",944018649.666667
"0d130b8bea4321300396fa34",1182543386.52441
"8dfa059401e1dca80ae65ae1",988725050.333333
"3e3f264cd0ac7a65ed2349a2",920602783.497476
"112dce80bf512f3f24391d23",440646946.89881
"ff25ded6333278149f8fb68f",852675757.550833
"d555b82c192794e87e9d536f",952141655.2425
"a787382d96ef9fce8f27bc70",1025341247.635
"8c3aa295f7bcfd9a43eb2037",782096121.724583
"13ac95652fb3cf6c43dafc66",456660008.452381
"42fc6a80b882c32f6264ac10",504299989.683167
"1e9c53e09220d689a0210ab9",395205428.477595
"3348706086aa3db5c92259c3",381296215.872083
"66d402a9b7d05f29282ddb00",653243003.0075
"cf88be51d6f31c10e5868ff7",517434077.375833
"30b3f38716be209a894b0942",394290932.998929
"0a5908a92d0ba3e36f54b1f3",1078776674.354
"dd206b6ea2d7f6555109ea39",498978855.351536
"c641febd8bc2ece3e4d2d8b6",483108119.466084
"c11fdc02a288af0572a2bca1",899515821.908333
"35dc60a65969b264ab283d6d",533487365.293333
"d9cb0f637cd4feaaaf8a21c0",889117592.298095
"7e8dfae9a5f1faf8afa706f7",388454100.015
"a280fe7610c254b935c9dcfc",377635235.413333
"85524880fdc4e4daf90e96fd",503092538.909869
"f361109d06f6609c16724b39",656093123.074113
"3f6b2f0c0876c21755369cb6",748557979.352564
"de26819064a290ce78d8fcc1",556970214.000191
"91be1260a84ab7fa3521c495",1025210053.488
"18c8dc4549d38c918af2972e",1068808669.14278
"782b0fb8641849c2c34291e6",438689249.449421
"54933f8b33a4fd6f031ed5be",720713888.377964
"953176c9a901b4f61c030432",668094101.615613
"357e2add3d68167a4f3ce15e",712943240.334333
"90332d50e91925eb9b614bef",783088649.026417
"11723d1d472bf1a3fdd8b72c",1112939171.25
"01f8b6799e2910f7769db175",944260110.095238
"a0d5001f7dd42d7f0c91d2a9",725142098.697172
"d4439c35bcb88e1490916c67",690959680.456
"4a73dad0ff8a5262e8b07c4b",1074834823.63095
"3dd8085a65f24b497ea59557",908857333.880952
"39ef085809bc80e32e7b6af6",1063897028.1881
"b98ee16e8fd7d1c75a9da13c",1177161458.33333
"16deb26bf740fa61e258f545",1020328679.73564
"732a3bd457d7798e1fd892f6",853179971.5625
"1376058cb128a1c7729cd2e9",883814319.439744
"cac7e7c3e13af91bdc7107e8",1004477120.83333
"9f3dfa6e1422f6aeac527c61",757990093.771667
"4dd3d1288ccb66ee4fb9c097",1177031245.16657
"15fb97d6a43731d61e95d004",994765485.276169
"dac29573163315edf99e0e7a",667542853.838
"b93f2864087d41c3c92d43c3",873125753.333333
"cd4656aed92f5c0a0b6b7c0c",873125753.333333
"556210496090b42ac10cf1b8",1142173706.59722
"762979729fb21e56a32ed14e",1142173706.59722
"ea935b76abe664d5e2c4736f",656093123.074113
"40e9ef1e7c6749b7a8d04ea9",591989704.828368
"058265732a484ac8d5497f5c",623263757.938333
"6f52ea8340cdd283f9a79720",864338283.01925
"cafe7c1ee67458e05c84d5fb",748557979.352564
"3f45ed2f08a2b03b738fbb5e",1014620782.54479
"f203b18854b75c4564d7a17d",754671743.583333
"d5333f639d11bc3ab073ed72",692884163.205757
"c14f644116669a160446a945",646124359.6125
"de585856ff546e00a5a4672e",633139230.228571
"7a80663cae7c191b5d025fa0",762469270.318369
"71f80198e68fbba902650b1a",692603889.166667
"f3523e0626df8cea803ead0f",532698296.539231
"619abd5f978b1573761be86d",711860265.833333
"17a2323b855e93533a9f09f2",585304683.488
"38e8630f2c05ea38e2257c21",707475951.02
"1e3798d739f85ee0e5a314ca",675388901.491744
"46d0544f411bbfb6b452858c",726970089.2185
"605e7a71eecb13b23ffca0c1",429995906.598905
"7515b37b7ae7c62f3dafbe7d",717630330.622083
"28be121ada9c9303be802474",722656328.173333
"331d54f8a1bd3dabce73d6d9",785756453.330994
"22d167639ccaace593dffa31",933032589.496744
"36cd68fc3ffab79fcaa340ab",667013302.605238
"db924733e88c361cdfab874a",671431214.551667
"64eea2e9a13a8edfe8ac7027",804977514.952381
"97fe6eeed892111bfa20255b",1107189750.89
"b54e6757829ac95e2076d954",865657845.238095
"dd59b8122458557041903207",634232624.794078
"b35c58fc1c05a77433025318",812195251.82
"c41964afa164d8b75f8dbe92",815789397.619048
"96b3ea80cce599b68f96f86e",749058882.666666
"a4bc87ad4f1ad97c0a63d843",844641857.813333
"16e62269e6aa2ea052d05f71",701967248.771667
"518b37b51f824fa0fb5075d3",1068804680.54886
"e083d83369cbc93fb94842a1",833699705.641026
"57deff02895d5286eda10d89",1014477540.2425
"7ed35835fbe694bc237abe38",837563652.140666
"b48efa9ddf36e85164354f26",1041738649.66239
"5910c9b29a1025bada93a5e1",985091425.178333
"10a650e8cb5425c97f08f68a",977342446.436111
"9e0feca2ec3043ae6f840631",1029113600.82147
"35ce37bbecac6b164fa21e6c",661118471.015
"c4955010d066e013812a85ea",987755948.460735
"d5a83c31bec18d1c3eb9af7d",747015894.635364
"70217bd08583854329722821",850222840.550048
"28e748e7aa0a447731e06706",771991801
"27929c0a3e0fd2d6d2969e03",754093258.73373
"5c5ea0d8bae75e0a5c88414f",999887364.271429
"2233f50cf7b04791cf1ddeaa",817383643.333333
"bf430621f17dcaf17fb91ac7",764646521.023303
"d8dc9de06461e0220bc55906",593179532.528349
"d988975f8c4e6ee8fd8dc1e1",965007763.036667
"bab884e0f99df269805e83a4",927768096.666667
"8fa9b20af1508af7a01e2267",760788946.078431
"b6f195d44ddbe10b78b97191",422299785.600429
"2ab0eeac4a228d5769fb4365",472371308.685255
"347a4deda03bfdde6d1c163d",589961465.647893
"17230f18b30b94606fea047d",530803804.222222
"eab4ae491bbbe7b8ab107229",667297192.807642
"07c753474a847bf2bccd55b7",696311173.155536
"b7ce05400f0261743073e072",589564860.066949
"4a33d213841d2af537aa967a",752319584.362607
"04eb0b590ce7483c615b043b",788067007.666667
"a01a51af09a3dc387a18b58c",548359519.582333
"270b930a9e22d5016ffa4019",1233128217.08541
"5ed1320fe84a518e267ff537",1168278557.68864
"f04b574dc221473cfd616e22",694200180.066984
"6f7e390aa6135019dc5a828f",815510765.121111
"776d4a19fb3852fe6dcd3ddb",406431770.139053
"b7f164b79658952248866c34",606408843.547863
"aafeff5826516e363471e439",568838552.343788
"eba6a2b80a17a846ae560ece",390275820.255333
"90e62f8656ae504bf6175e0d",557020155.274167
"dc4331d09a1e36baaa6bde53",453476527.2725
"372d67ccb9d251e290891f0a",428849916.963333
"a7801c67a0ddd71c50ba38d3",411971400.3525
"e4d6b81f169cab8ea0244d75",555775072.001588
"cd5c6655243a4be0912bc92a",920602783.497476
"f7a7281a19733251134364fc",951220554.105476
"a716ec25a219961fbe90f367",1085259414.76007
"8bd45966c16d4eafb49ee2a2",1116307556.25
"baabbdaa5e8f69fc90d303c1",1093881756.5
"8bed46960db1b2a7954ffbcb",1146261296.01167
"dbc123f9502159d660f375ca",1188534550
"a4683facc81ccda10e9ae388",1142173706.59722
"3a576586fa1aac85c2ffb75b",1114828771.82611
"b1fb98d0ba25b21c6647d423",1093881756.5
"97fa4be3ed93c37c048f507c",476528276.231208
"cf184cc576effe39c0f857b8",730853366.261905
"784f67fcb2d009d352740ed1",463537178.163462
"f4d6ce332121f814aa663fca",729096739.324167
"c87ae84ef029febca1e633e8",692223010.89321
"e876c6fd9c161861fb92ad5a",874119442.199248
"9047c4764f2c6b1a10b87e99",1215165441.30296
"234c94e9a248ae57bb5a0771",475913050.333333
"a49c2976ca4f24f3a6b622e3",398382691.517917
"ffc171cf73514bed077339a6",428182403.175333
"fba83f5feea2522888377066",405650858.535905
"1a593800d5785ecc36c25ead",719034343.840809
"ab157c9601861dc387a91b82",782803193.47875
"f87f8003f15b0fbc12609514",683655988.871191
"f44d035ea2b15b2c69d4da50",866262240.287667
"fc815b59cce7934f816f0502",798466947.047917
"32915b77ca68000ba9eed6d8",668160362.396825
"cb083fa7ff634f424a351840",417192775.759028
"4f3c7b9bc78f882f858b3d3a",454003608.885405
"53d33316e237830ad463a26b",727233012.53803
"f5d852e25d51377686c43bc8",596984778.434806
"64731b6eaf4fd2bb6c155013",839328515.990624
"dad7e45e4706ab2564ef9cf1",473593818.507601
"255914e9b13ad94efa6ed365",946903975.083333
"5a8950a64b4aea4ac13dad45",1087608320.77381
"70f51b4abf26651111305b1b",1058236363.818
"8919ca18fff7571002e440ec",1062709518.745
"f776a4e0c8c82b3d29756b34",1142173706.59722
"7ea4af39a7e577ffbd600f0d",658363590.032063
"45fc0d46c7a4df7ff6976fce",941915687.268333
"7cdcecc706fc7c79cce45b20",987871671.265833
"3503f56e09e639be4762ff2d",803682133
"f70ac0d227db6f5333aa821e",706206866.261398
"20db610da64f80afc1621b12",405067609.736842
"c80ef212c870e2f20ed2234a",819284282.916667
"7dc68d5cac1b7fcdab35586e",732759047.318333
"a478fb93a131fee4119bb9f9",1093366322.72727
"7749b2b534213ec7b536372b",810989034.805167
"43e59f5312e304fc21c1e052",992486521.589134
"82a7920524816f3db7f5a4ca",684545775.333333
"1a7e331d9ff88ae5efafa8ea",873631715.391992
"a57350d4c79a415137281cb7",636797098.6075
"f3a6132006d54d0e22a17e84",877392525.318
"14caab87a129f51b2b70508e",754973074.809524
"ba2423d79744d763aa3744f8",799177301.202381
"1caac10c1121a795a172889b",916609022.285714
"40768729f2697b87ed6519d1",789240094.662699
"843234d3c6c20bb60a17fbee",970266583.333334
"cd2e4dff930a1c7a1a569992",586650996.564833
"5a6eab133b7e95155f6a9012",1107790849.57986
"5bba6c40aeb129c433d2c58e",802473698.004525
"ad3c644b506498127c7beef1",829413623.085537
"a379656c49f4cb1cfc5b3f03",804941932.186072
"998c1a6ace613d8a7468ba5c",956131267.023333
"dd610d7ece83bb02dcd7a22f",445381025.510583
"539467d04a2b3e78c592b11b",410727466.78519
"e40fe4ac43cabe82c03dda59",543340979.617167
"5561eab714583013b422e7d4",960279173
"d9110b2b5b1c02766da9e24e",804113374.156746
"c72cf05b93b9c290c063b08b",836673943.885
"d71cc157c0c43935989009f5",693539756.144476
"4199eaa19ddf8ac436bb2ba3",1009485591.54861
"d23d12bd86def2657038a481",951220554.105476
"ca438e13d8aa6285858da0aa",985042770.265857
"a173eb804f4bcf6bfe889417",1085259414.76007
"9b3677d498c2ccf69c756ec7",1142173706.59722
"f8c787390e4c6d2e99fc7c3d",766530599.963672
"a188aa896d1b4520ccd6b65f",602861484.38525
"9fa39c9eb4b10a20dda6c3c2",955982257.532596
"7bc9022fa1eadbd9ab39acd9",606462979.948789
"46f0731f62232b32eb733dc3",710028914.766988
"b6767d1e329ff5e28c42f632",570389470.233083
"abde4b06769fcb1d5577fa7f",439170783.26828
"1496d159d31717ce254f67a7",812821874.077397
"1470749d0d2551a93827e441",676310902.761333
"3ac517f74dbf8cdc8feadfe8",739060737.28
"fc6616c62030a53d2aa46b12",929601666.666667
"8497f34947cb4c0ff18a0eaa",636982974.611785
"3b2936127f5a4684a1d3de22",792010027.083333
"dab58562904cd13a93d913e1",568877558.275
"69d1e47b6bdc57512f1838a5",784036045.5
"23c7f9a0534a4ae6a24e38a6",802007341.666667
"640e9fe41fb79ecba89d8951",911474759.435028
"31f6a25d56f3bb36386d07ae",923592024.957143
"bfb30ae71cdca27f5a5494c6",947712056.228635
"baacf0dbd690644d74f3a929",908575717.191987
"cdcb874d2e62220d12230632",1035394325.25
"1421bdbd9cf7572b799b732c",1161854563.16667
"ee9e5adab1455d38edfcaa6e",1132813060.04167
"1fae43a9450fae02919962b9",1044116102.55
"5f9ee280509afd55d24f39b7",684539640.2505
"82902f2082dd405ab538ff58",649847153.65131
"eae52c81f779a61f57cb5b58",968027952.569444
"4ec0aee1b202642d2739068b",727703648.351517
"f4c6c3210a3c2eb935c6d5bb",1045779478.29579
"14a14706d405569501327924",395263928.704084
"146a5a4f3d111dc7b955ce42",912677178.459584
"99bdce7cdea643b0442976f5",785811771.10606
"733c7cdfd50db77066a67140",573372621.793333
"de328410e22767c66d919423",662938356.328654
"d0116b53467b3081664fb268",1032738078.34416
"dc722ea5c4d62773f9fb6bbc",485971803.9555
"e84605e3aadd50b064c8eac3",1174357391.66667
"31a3719e57ab1425e7267fad",834197513.9705
"34993717af3f861b9735df6e",1107962250.89
"543822711986a454cfd764e3",1029733184.15481
"5bbc4ff9cc3ddacb39469e27",1023482966.38736
"d7ced905983af0800c19b7fe",924374451.145424
"02d5bac2567ee9e19041ad42",1109308256.375
"f4897a8a0a911a2acfb8e8c7",1085259414.76007
"4ba19ab08d1fe7f72d0dd37a",851080563.180833
"b7c07f8afe037d55bddb8e41",488469514.312
"40b20b5a3a986802d64f7675",502368802.555845
"01fb5931cb55f5308382818e",999794132.671569
"7cd0c7174b957df1f004fc88",947712056.228635
"ca13bacbf6dc8d1b09fe4c67",835942372.978
"0ed0dc77661be57aab63bc83",430940774.267333
"d03558acc19951a882bd568b",377444879.419222
"b8cca0d70fb46f3a31473e98",878854235.666667
"f665a58fa8eda69547c1a159",780518697.666667
"8aa5ae4637ba83e672cd3ab9",803699260.76494
"a6da1996f66e545041d920d6",880265916.428571
"b828609eff041a68fa243a12",801117964.718917
"3f39a260b81dd7de1dff2b31",562010105.539369
"40fd167916ff071afdc44792",1019385936.19167
"6ca31945172976c3a11732c6",998500980.031474
"1437d1f1601d26a3dca7594f",686913845.706374
"ebab054e5f256bf4e382002a",1142173706.59722
"0838d0df248d723da4e25ea9",633816826.474308
"7a134e45b9ebe710c6c6efe6",814216303.511667
"6e9c7f27d6b89c5f9696fae6",466505074.224
"bd12c705950c46e679c34bf6",1146261296.01167
"fa2c1092f17ce021964f8953",989148967.702381
"e3202b635974f7a3367c0ff9",1009485591.54861
"49bdf0f970af03d83a57dcff",924374451.145424
"91af29fa680d8033188ffc39",686052843.25
"cb626b981c0997d254388e76",410727466.78519
"155a8e4186d1626fdda4d0ee",781826127.785
"d337476c2cfa780518523a6b",437549316.800381
"7c3ea8523ece273991a190da",861601452.680333
"674c02227165e1c7189c54e4",1102588962.58917
"17056748001fd65cb961b384",945802108.744737
"f56bca5bebfc765162c8cae0",1086966197.15
"5f4b0ec9c7452b888b33c3e8",568496041.167417
"13dbc077e552640736267a49",401779694.455833
"cb645955c851790e83e696a7",1027734504.59917
"649cca8c83352caf7442f20a",951220554.105476
"fc8836e71725949c5f3fa7f7",1085259414.76007
"4f431d80287051ca323f2c08",960279173
"42defcc69fa22e4c858f3c24",1152011788.86062
"291a2f9022933c9d81311e81",1054509504.25583
"d48a061a2040d851937413aa",1076156752.66506
"55d2ad80322427ee3426dceb",1049950187.88095
"8c41bfacbc1a6ab831b26fa8",1054509504.25583
"c7214222fefdd8d2ad7f8f8f",933758300
"b3d9a095c9c73004643c9e78",1169123785.9225
"d49aeae19e13909e75dda2b6",1076156752.66506
"dd10dcc52d2549df85f2a8ec",546544345.238333
"6732b448d2e4f32679f235ad",985042770.265857
"f08a5c2992cfee4c0910f68c",1054509504.25583
"e3a62f080c25f404ca995e06",1076156752.66506
"7634d584c3042533942e2dc0",876599268.006667
"ae58dee872922a9c678dbfcc",1130571390.41042
"5ec01e911785dbd5b49b166c",683808821.901559
"9bc12d9c9ad95064412c3413",845224102.083333
"7acdaa0cee1ee62e15f4490b",604968848.166667
"d76d5b14d0acc5295b8057e2",728757069.302917
"32f3364ac1fabdd13db1cfe5",377549083.675028
"8cab957b322f1aba06bae4ad",671036832.914667
"e3dc8b417819e9afe3fc7d0d",671374307.399198
"c71fbecd8f7310c201adbf40",757077321.721417
"54c9bffcdc46819f67e4b3d1",644797072.968571
"4d94a2295f612b96264a0db8",1092815834.22333
"874f4a836cb74be301e068cd",1005829510.41667
"a18925f908acda4171bfbe36",1002924755.47519
"a587c7419568288d68c46feb",736215783.142857
"19994da77ce4f2db3efe6660",654167321
"9c4dece6127f1f3f3bc1e0f7",472246988.833333
"09c28a830f8093802384071c",531665235.759988
"5766f7cfab59c920081e3046",472246988.833333
"964b7d9de17c1ce396fb83fd",441996804.119048
"44f77a86369d6607753adc09",722582460.234
"7f25471be85adf0baeb8ebbc",528630211.67641
"6859481703fb0cb34c1e564d",409798656.330298
"7ba0c14dce0cb09ef5735d9f",485625535.105556
"62cd6a29e98a5b7a5ad38050",394689122.831667
"9c6d7e6260e4fe83d43706d4",637723176.4885
"5dbcb55dbba823dc31b041f6",920602783.497476
"85abc5c0353c5b678f087824",803699260.76494
"56dd1bc39664f8e9f316851b",916145515.510028
"b23341faa7307d9d6009c6d8",713976528.522667
"2af941adae2e8dfd66542055",623725636.774762
"268f887f25d416dcd3c0c9c2",780451518.833333
"9ddc7272fe43f07035d3da63",1146261296.01167
"4002635ca8b087877ad22d5b",1045193069.60583
"b515b1caa608ff42574e5a06",664096668.498333
"710542343cece039a279dbee",885672864.157778
"187a143dbd6d4bd81d6d9c32",481135361.229342
"26db92c003c8e67d92d88aaf",1033354668.62078
"641ac8f4f60ae2b9cf6add93",781772136.904762
"784714647351cb6745c867b1",885672864.157778
"5fcf1e2ab4edf13ec844decf",658363590.032063
"2575d932e98c421bbb38b267",868209625.885045
"af9d2f5f62bf74a7fa9c74f4",875073864.519231
"4db8d529af9f718e6d81a85d",410727466.78519
"9a3368605e5f563e29182f3b",438182054.183333
"5ff696d8369101b6dc60e2ed",440775831.477798
"95ade3ab8dc04237acd6441a",380593136.096426
"607ed21e896eb5ffb50d5ead",543340979.617167
"40d9a852bbed67a6036c6d8b",717025677.257246
"97badba651a94721af5df3f0",693539756.144476
"b2f089146c30929c4836f0fb",637287320.899043
"936307e2f478c3ff7b9652e3",807921589.568
"b6d5cb459999de084965e993",924374451.145424
"aeb66f808982c6308d891f55",588934168.816546
"cf8418c60f4e54dfa09b1e6e",761111001.95425
"1dcf71e8fbfef2c6534576df",688791234.995905
"c78b16f05ef58855da0d4f2f",547446354.217857
"19ecf1fc86396ada203c2a19",553906302.037321
"985fc7ab5aabf1831ce3d298",811330681.070922
"8aaeae6bcfcee5ad928ce28d",864321823.276667
"1a93cae134c79a43b13ce656",1009485591.54861
"ffad647e8ee35eaea6378fb6",792146661.333333
"c21a3eaa136ef8a912ce7b74",1086843177.83983
"fabe0f299a4e4bc6f51d54b9",723347201.773821
"5af99278b1091dca9b0b0332",951220554.105476
"3f0c845deec1c24472a35efd",1019062991.07976
"c10f25fd39dd36287a6cde73",1085259414.76007
"f37d31c512866b575780c4b7",1142173706.59722
"5d34f871e5a5cb3a655a0b13",960279173
"95bb852a958d7b16fd676e3c",985042770.265857
"24857a7a80d5f13a52eeb054",880537286.504579
"f9796e9d13fe1becef435e54",958530031.853667
"1c2739878e452a340a4e8972",1032830761.08333
"698f3f1929a2dbbc69865b65",835154021.607143
"bc230105784ca8640e499ca2",562010105.539369
"622fdba953206a65224f2c82",503261575.93619
"6765fc17d98c08142d3d7757",627652989.144101
"6f35fcba4ffd6a58bce85892",578296161.570833
"d8654c08e95b39e3b4891cd9",814136448.807333
"33305df46dc2186c7e3f727e",1086966197.15
"0cec193a20d720af010383b1",633816826.474308
"734efe04fa6b326ae1d072e8",390700539.784476
"69190139558b2ef3eface18d",444154739.686619
"bb084299ad23f245d7cc5b69",592063974.12
"d4c7b3372d70b898b167b92a",792146661.333333
"4a119b1bbf04b4bd6051c5b1",920602783.497476
"f844345b6224bc76bc3c6f91",383611972.940667
"052505ca8210e5e651fc0b63",945133713.787084
"5731cdf8cac0b8371d786c90",780518697.666667
"594d8d78af90086bf8cdf09c",868903419.285714
"fcaddcc78938f3a234dd2d3f",395039631.47114
"1574958978c9b5d23d9521b5",839130277.186833
"55902baa0ece72e2e8c869d6",795725332.886227
"46161effff173111bb6c3a32",1010987327.6375
"b3fcd9cbfd485e4e1da6c89c",446083679.166667
"213ddc1761cd6b018349786a",603931343.745457
"be3b1df5f008636e14bec3fe",985450113.656973
"dd27922be5b6f730f8b4e058",510719629.679524
"cd2aeb1b2649ef421102def7",824558341.856636
"a226b4af016a772dc7e39ac8",913050000.141603
"dcef5b332fd31d0ed8d754f3",546123560.571417
"481492907baba4574d4a6f35",1009485591.54861
"10e5e54ab66b58b3f41ec381",805710513.998129
"d48866a153ea0fd23a858cd6",493465109.148452
"d273a2075d28e343a657d9de",1247400399.18514
"90a711f776d53cf654614649",891009965.660333
"f87c76eb5071c5b309e3ac3a",437443629.028869
"74df03749e60c216a3e1292f",766510298.395583
"03a84af05df0f577e09d60c1",701368856.789417
"78682041182f01ee4db04e8e",1146261296.01167
"25c76b5a1da0c2d8158b3732",841819724.666667
"af8f09175265e1546200ff86",744931590.143924
"c8d4ffb290aa9cea002e8d67",718259772.936333
"cb89ad8156c3428ac80a4db3",531683197.113214
"7602cb1e6fef087d8ee81aac",792181876.544
"00c75d59ed4777481a50cbd3",830909029.422083
"fd36cffb856c2a14982a5fa9",544471260.077078
"06ccfa37fa6b011ac38422de",368076347.535
"257b533b6a66b40d0f097c55",449045573.493472
"736eef4bb36681acbcc3c41b",607367674.89717
"e1a4437b17f7bec650d8cd97",630945321.666667
"ecabfcb8ce9bb47ec3089c7e",630945321.666667
"a5a46af0c9fb5c0a03855660",891913240.726667
"920b50f4355cd2674ceee068",685081150
"410e5af026805ec8088f2e71",837918742.571428
"efa0c01632d13ab59f629ab1",585750155.185286
"5965d19a68a8414b0419bc68",816856861.5
"64955a117f2d9264eb59fa82",980704773.958333
"8cd46b5c9cbd056d3712f155",835154021.607143
"65f736c3fee3d14c31a57d1f",632120119.260065
"66e9c614882d58c022de7a2c",780518697.666667
"8c787c1e6161b18601e6d7de",501990932.330357
"29a115ba5b198689fce5f93b",541779719.787833
"de8ee990e70c8e5ad167dc89",633866112.696666
"0b65098a19c2fc1caa6577ed",1009485591.54861
"70ea0403b722a1dae1ff9b18",792146661.333333
"5c77e242474e477513b60ad8",522970451.793833
"1655a92b20740a11a5889519",531205696.779083
"1709b1446b20b21482dd2d36",985042770.265857
"e5dba7fa0cfb81488b0c331e",614710037.619048
"d09dc3a3270073e5f1cb353c",920602783.497476
"368e740cb71b9175fe5b7b6a",1086966197.15
"b8a8ad4c0215077d3e5aa472",1016529049.41667
"1f4a78e094987ce29f054fb8",705971686.079365
"aae3a99ac764b8e9bfc562cf",750462838.671192
"a63ecc5539e8725af4128cb5",699120586.666667
"a29e18f37ded2e901181d7d2",732645578.623016
"14ead7469d05e5eacce6a575",694632080.547112
"1cbf39c44f6b0fdbf9554845",999943397.5
